CC_time,CV_time,CC_Q,CV_Q,voltage_slope,voltage_entropy,voltage_kurtosis,voltage_skewness,current_slope,current_entropy,IR,QC,TA,TM,TX,CT,capacity
18.702029999999894,9.352586666666564,0.15801042403524682,0.0696012991,2.560231660231624e-06,1.9144937305059124,-0.10168290294209559,-1.0685769802008531,-0.00022656319761319688,1.6465062983858387,0.015485343,1.0633432,32.96342666117012,31.21063,34.78116525482718,10.04275666666678,1.0647362
18.720571666666604,9.52440499999987,0.09438988501491785,0.07607065800000001,-1.7121354838710113e-05,1.9241139193257046,-0.1292187857303122,-1.0585852604190855,-0.00047774551906158366,1.6418199970861964,0.015438134,1.0644197,32.921357548047396,31.185011,34.775794235881264,10.044763333333442,1.0656182
18.789876666666775,9.542945000000085,0.11256038764472319,0.0697810153,1.7889248704668898e-06,1.9261206743055503,-0.0998316136699402,-1.0657907906238657,-0.00028058374352331523,1.6450136895422944,0.015400618,1.0654395,32.92233039061999,31.163870289272815,34.819587654813304,10.049093333333197,1.0662173
18.637754999999988,9.604911666666883,0.10573901830555,0.06764803859999999,5.598901808785985e-06,1.926680557444116,-0.10125803455746896,-1.065787955273692,-0.00018551283767911909,1.6497254059289732,0.01536618,1.0659773,32.90334924307123,31.110066428980698,34.781059,10.044031666666706,1.0665767
18.869431666666788,9.526335000000106,0.11635455070883952,0.07935093750000001,-5.6550902061857625e-06,1.9292294952861453,-0.11743378016982486,-1.0605841756372416,-0.00041501368908153656,1.6513280317226413,0.015344371,1.0664697,32.86147050862948,31.116507,34.75987467289869,10.043241666666775,1.0669744
18.87517666666657,9.352903333333476,0.09360609762239641,0.06451219069999999,2.0144516129024185e-06,1.936596429651604,-0.15117389801015602,-1.047795769692607,-0.0002583075894428146,1.6527711999629482,0.015341608,1.0668826,32.84810176389055,31.061934,34.805121250384666,10.043619999999889,1.067187
18.223540000000018,9.435389999999945,0.10496184793542698,0.0688150056,-1.4894736842105016e-05,1.939281774319133,-0.1505727702422046,-1.0469890184452808,-0.00040945560742210277,1.6557356919419841,0.015321855,1.0672038,32.89252880426655,31.045115,34.841545,10.043085000000186,1.0675483
18.88072000000005,9.373613333333438,0.1219399508501534,0.08045635,3.3141388174809803e-06,1.9395821480121045,-0.15104065419391155,-1.0466616590750646,-0.00028331860247721304,1.6548925933895604,0.015303852,1.0674686,32.90775134525089,31.10980829928765,34.911236,10.04332666666669,1.0677196
18.225599999999883,9.435101666666743,0.11425463486591018,0.0645895583,-2.3279001280409374e-05,1.9358228704670668,-0.13813136837985152,-1.0521398565682545,-0.0005409157141194273,1.659905225884268,0.015294789,1.0677336,33.00202471942629,31.047215,35.262028,10.042760000000028,1.0679353
18.727240000000165,9.269731666666242,0.1212346311404667,0.060342244,-1.056987179487007e-06,1.9397217547150927,-0.16380989875401797,-1.0431153083334357,-0.0002914197552447544,1.6570250231890977,0.01528774,1.0679348,32.88155809074149,30.969942,34.79353,10.042238333333323,1.0680144
