CC_time,CV_time,CC_Q,CV_Q,voltage_slope,voltage_entropy,voltage_kurtosis,voltage_skewness,current_slope,current_entropy,IR,QC,TA,TM,TX,CT,capacity
22.232231666666667,10.33334000000001,0.173291555212084,0.0914173548,1.074485766758529e-05,1.8790681534469402,0.3235451351288541,-1.234925039392785,0.00015599767885466278,1.6541613671657232,0.016756468,1.0839939,33.4183678667264,30.339937,37.350937,12.138396666666662,1.0846047
22.315400000000047,10.416834999999995,0.186563130136697,0.10133496749999998,1.167075221238904e-05,1.863678204498533,0.2668213995705355,-1.2272380045521756,0.00018681697264682313,1.6486521797412919,0.016708069,1.0852357,33.36668820936633,30.413502,37.401123,12.054661666666712,1.0854201
22.398324999999993,10.41663833333332,0.17924332177117913,0.0947372615,5.884248424842708e-06,1.8856143061837587,0.19912015184875864,-1.1961364678430628,0.00015279468578675907,1.647956165954038,0.016709387,1.0859085,33.29607078141592,30.290945,37.195297,12.054391666666682,1.086074
22.39913166666665,10.416891666666622,0.16863668507573176,0.08081439229999998,6.830153707052274e-06,1.8920257068955042,0.1560533654083489,-1.1862424600476944,0.0001185112419858641,1.6549352923934881,0.016651146,1.0865337,33.3806404419442,30.376631,37.242207,12.053903333333317,1.0863302
22.31505500000003,10.249966666666719,0.1837012657712278,0.07964275829999999,7.171199999999958e-06,1.88075233215681,0.3013780046683108,-1.232834009638315,0.00018802103353535434,1.6650655375894432,0.016653717,1.0866898,33.34883431193492,30.39381,37.295341,12.054760000000048,1.086442
22.565460000000044,10.249938333333315,0.1569447640338937,0.10030243870000001,9.858018018018234e-06,1.8896705398754832,0.13448177572283493,-1.1799113469073785,0.00015408791482391437,1.6675633670620116,0.01662508,1.0868753,33.391032636444486,30.449511,37.323528,12.054249999999957,1.0867541
22.398804999999992,10.250106666666639,0.18527680984428463,0.0722549706,7.867723214285773e-06,1.8798884887378822,0.15021562598895066,-1.1950009119849176,0.00018902142288961018,1.6677527318120526,0.016608728,1.0871191,33.38880915765769,30.367004,37.331367,12.054526666666668,1.0869442
22.56541499999997,10.333293333333252,0.1811839132651325,0.08194533849999999,9.633658969804726e-06,1.8819510451276378,0.16586296999271344,-1.1960890740886125,0.00015170089617310152,1.6648674613491021,0.016618863,1.0872661,33.421821408928594,30.377577,37.351723,12.13773000000001,1.0871686
22.565478333333402,10.333333333333332,0.15695886183323557,0.0885184787,5.46193078324219e-06,1.8853060453143695,0.17124698144793893,-1.1900937442387174,0.00015646401763536874,1.653746537436785,0.01659501,1.0874161,33.46110080195378,30.356922,37.397034,12.054343333333357,1.0872169
22.648865000000058,10.250023333333353,0.18800998097036256,0.087350945,7.884490532010845e-06,1.8986086573335146,0.11984494016667835,-1.173174313571697,0.00011485486351340262,1.6715603703339603,0.016578794,1.0875719,33.44986972677594,30.332684,37.421959,12.137778333333335,1.087332
