CC_time,CV_time,CC_Q,CV_Q,voltage_slope,voltage_entropy,voltage_kurtosis,voltage_skewness,current_slope,current_entropy,IR,QC,TA,TM,TX,CT,capacity
23.269498333333466,11.416768333333309,0.14251082373659651,0.17222018449999998,6.158719460825747e-06,1.9496443014423013,-0.4284029427540039,-0.9582503249359154,0.00012130843991728619,1.4393204608750947,0.017436815,1.0641111,29.98928522305758,28.731987,31.409079,10.09466666666655,1.0679682
23.51949666666648,11.416800000000027,0.1326855383114364,0.1704111278,6.6318372483219845e-06,1.9483421935991778,-0.37111789981522225,-0.9819744032438014,0.00014061823139109093,1.443439654234246,0.017488673,1.0677338,30.33726498736309,28.355844,34.424259,10.0081299999998,1.0691004
23.602645,11.333554999999855,0.13635243764100397,0.1546986673,1.3621123218446653e-08,1.966668794120587,-0.4295761985813158,-0.9538359621723077,0.00012067072315781328,1.4456125685257333,0.017183732,1.068884,30.182929075503313,29.171883,31.334652,10.093038333333244,1.0696262
23.68574000000008,10.750096666666654,0.1335842989863568,0.150552654,1.246327212019869e-06,1.9685948336064703,-0.45958853610048944,-0.9451958157618638,0.00012013524814083998,1.4498071516921898,0.01726659,1.0694261,29.961712754400622,27.974586,32.30983,10.008183333333243,1.0712154
23.602759999999883,11.333419999999997,0.150340048557116,0.15474764220000004,5.34884910485972e-06,1.962772719740054,-0.4743159855929635,-0.9421224654261721,0.00014314575292567492,1.453294941065833,0.017360577,1.0709345,30.607141539232114,27.890221,32.272636,10.092644999999902,1.0707663
23.519235,10.83329500000012,0.12281148838078079,0.14835436440000002,4.212045646661204e-06,1.9667739045353092,-0.4100282831048232,-0.9594123790026852,0.0001421695151002846,1.4437550445900584,0.017074909,1.0705402,30.165552341005938,29.57263,30.982372,10.092468333333333,1.0707738
23.51948499999999,11.166731666666841,0.13336153023535882,0.16238180290000004,3.1807820299501537e-06,1.9547227352160323,-0.4423578756546256,-0.9602132201867433,0.00011983319467554159,1.4441654240637427,0.017137634,1.0705525,29.901819198647352,28.766165,31.329636,10.008138333333287,1.071095
23.602509999999892,11.250031666666715,0.1473186193300815,0.1325567334,3.81387738193888e-06,1.9694270360651853,-0.43789331410427534,-0.9556187654738502,0.00013914185056865223,1.4447183541645554,0.017274695,1.0708132,30.237739464226255,28.497328,33.801342,10.008261666666659,1.0709443
23.602778333333358,11.166625000000206,0.1342681028554816,0.1474116051,7.553758445945545e-06,1.9712950470252866,-0.37172065041821556,-0.9729454624117958,0.00014184953547297303,1.4491672017212047,0.017087562,1.0707124,29.81697959154934,28.941025,30.671368,10.008094999999836,1.0710604
23.436013333333296,10.833255000000161,0.1479517879914824,0.1452542627,1.2803904923599474e-06,1.9600458323064454,-0.47131967877840264,-0.9519271576418347,0.00012215943818490583,1.444213642888379,0.017252095,1.0708447,29.79339227956085,28.389782,31.864714,10.09294333333334,1.0713584
23.686076666666487,11.166656666666675,0.1626115102675538,0.1515103803,4.805998356614208e-06,1.9678067644620032,-0.3833340004324204,-0.9754261713496079,0.00011829137596175313,1.4482927740519875,0.016898016,1.0710356,30.19663823344659,28.795809,31.423052,10.008105000000068,1.0712141
23.269658333333307,10.499910000000089,0.1407111543389068,0.1549355611,6.112774030354272e-06,1.975863455998992,-0.4463962008986204,-0.9494585059628363,0.00012135078184884352,1.4455945665678966,0.017015222,1.0709695,29.720871510271145,28.517622,31.359179,10.00840166666676,1.0713692
23.685921666666644,10.83333833333333,0.14576679735467998,0.1581902519,4.233447684391225e-06,1.9670950182566656,-0.3598929397862718,-0.9808534545952875,0.00014411739435521716,1.4518330911043829,0.016895536,1.0710928,30.1000662462058,27.915926,32.071239,10.092958333333323,1.0718962
